,page,job_id,title,role_id,listing_date,teaser,classification,subClassification,workType,location,suburbWhereValue,salary,companyName,company_advertiser,isPrivateAdvertiser
98,5,54257964,Senior Business Analyst - Core banking,business-analyst,2021-10-07T23:01:34Z,"Work on a core banking project, immediate start needed. Work from home options.",Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,Adelaide SA 5000,Attractive hourly rate + Super,Paxus,Paxus,False
99,5,53993274,Senior Data Analyst,data-analyst,2021-09-20T05:59:50Z,A 6 month contract is available for an experienced Senior Data Analyst!,Information & Communication Technology,Database Development & Administration,Contract/Temp,Adelaide,,,Paxus,Paxus,False
100,5,54005877,Business Analyst,business-analyst,2021-09-21T02:14:59Z,"This role can be based in one of our corporate office locations in SA, NSW, ACT, VIC or WA",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,,,Beyond Bank,Beyond Bank Australia,False
101,5,54095329,Technical Analyst,technical-analyst,2021-09-27T19:31:05Z,"Accountable to the Manager, Technical Administration for the provision of technical support and administration.",Government & Defence,Government - State,Full Time,Adelaide,,,SA Health,S.A. Health,False
102,5,54005605,Business Analyst,business-analyst,2021-09-21T02:05:49Z,"This role can be based in one of our corporate office locations in SA, NSW, ACT, VIC or WA
	Total salary package range including super is $78,367",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,,,Beyond Bank,Beyond Bank Australia,False
103,5,54168517,Senior Data Scientist (3 positions available!),data-scientist,2021-10-01T05:07:11Z,Great opportunity for a Sr. Data Scientist to join a Global Tech company to help build their Australian Center of Excellence!,Information & Communication Technology,Other,Full Time,Adelaide,Adelaide SA 5000,"$140,000",Hudson,Hudson - Technology and Digital,False
104,5,54054204,Commercial Analyst,commercial-analyst,2021-09-23T07:23:39Z,"Do you have an instinctive curiosity to deep dive into data and identify trends, along with experience in pricing, yield and capacity models?",Consulting & Strategy,Analysts,Full Time,Adelaide,Adelaide SA 5000,,Journey Beyond,Journey Beyond,False
105,5,54160754,Business Analyst with Project Management,business-analyst,2021-10-01T01:30:42Z,"CBD Location / Home - Immediate Start. Great small team - structured, yet flexible process. Challenging and rewarding insurance industry project.",Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,Adelaide SA 5000,$75 - $94.99 per hour,,Advance Business Consulting,False
106,5,54135381,Clinical Analyst - PAS,clinical-analyst,2021-09-29T19:31:09Z,"Provide high level advice and expertise into the planning, design, and operationalisation of EMR patient administration content.",Government & Defence,Government - State,Contract/Temp,Adelaide,,,SA Health,S.A. Health,False
107,5,54237719,ANALYST PROGRAMMER (PL/SQL),analyst-programmer,2021-10-06T23:31:38Z,Responsible for delivering a range of specialist analysis and programming services across multiple programming languages.,Education & Training,Other,Full Time,Adelaide,Regency Park SA 5010,"$92,784 to $98,143",TAFE SA,TAFE SA,False
108,5,53911707,Senior Data Analyst Opportunity at Engineering Analytics Tech Start-up,data-analyst,2021-09-14T06:51:56Z,"Too much software for an engineer, too much engineer for a software dev. We are looking for people that are keen analysts with a flair for dev.",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Eastwood SA 5063,,,MaxMine,False
109,5,54015835,Data Engineer,data-engineer,2021-09-21T07:54:32Z,Leading enterprise business require a Data Engineer who will be responsible for expanding and optimizing their data and data pipeline architecture.,Information & Communication Technology,Database Development & Administration,Full Time,Adelaide,,$135k - $145k p.a.,Talenza,Talenza,False
110,6,54008291,Data Analyst,data-analyst,2021-09-21T03:40:32Z,Excellent opportunity to move your career to a highly regarded research organisation. Leverage your passion and apply your skills to make an impact.,Science & Technology,"Mathematics, Statistics & Information Sciences",Full Time,Adelaide,Adelaide SA 5000,,,NCVER,False
111,6,54258979,Microsoft Dynamics 365 Support Specialist,support-specialist,2021-10-07T23:36:52Z,Data#3 is looking for someone passionate about Dynamics 365 to join our growing practice and expand their career.,Information & Communication Technology,Developers/Programmers,Full Time,Adelaide,Adelaide SA 5000,,Data#3,Data#3 Limited,False
112,6,54135380,Clinical Analyst - PAS,clinical-analyst,2021-09-29T19:31:09Z,"Provide high level advice and expertise into the planning, design, and operationalisation of EMR patient administration content.",Administration & Office Support,Other,Contract/Temp,Adelaide,,,SA Health,S.A. Health,False
113,6,54149811,Senior Business Analyst,business-analyst,2021-09-30T06:23:39Z,Work with key stakeholders to influence strategic business solutions for key defence programs,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,BAE Systems,BAE Systems,False
114,6,54072738,Integration Analyst - Health,integration-analyst,2021-09-24T09:37:04Z,Our client URGENTLY requires an Integration Analyst - Health for a 12 Months+ Contract in Darwin.,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,,Top $'s Paid ! Contract Extensions Likely !,Quality People,Quality People,False
115,6,54051182,Technical Business Analyst | Senior Associate,technical-business-analyst,2021-09-23T05:55:42Z,"Ignite a meaningful career that's supported by flexible working, unparalleled development opportunities and progressive policies and benefits.",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,PwC,PwC,False
116,6,53646349,Business Analyst,business-analyst,2021-09-20T03:13:32Z,Seeking an experienced Business Analyst with strong stakeholder management skills to advance their career and join this leading SA organisation.,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,Harrison McMillan,Harrison McMillan,False
117,6,53956874,Data Architect,data-architect,2021-09-17T00:02:10Z,South Australian State Government client is seeking to engage a Data Architect/ Analyst for a 4 month contract with a view to further extensions!,Information & Communication Technology,Engineering - Software,Contract/Temp,Adelaide,Adelaide SA 5000,Attractive,Paxus,Paxus,False
118,6,54054247,Commercial Analyst,commercial-analyst,2021-09-23T07:25:33Z,"Do you have an instinctive curiosity to deep dive into data and identify trends, along with experience in pricing, yield and capacity models?",Accounting,Management Accounting & Budgeting,Full Time,Adelaide,Adelaide SA 5000,,Journey Beyond,Journey Beyond,False
119,6,53984792,Application Analyst,applications-analyst,2021-09-20T01:35:40Z,We are working very closely with our client to attract an experienced Application Analyst for a Permanent role!,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,,Outstanding Package available!,Paxus,Paxus,False
120,6,54198172,Senior Analyst -  Digital and Tech Risk,analyst,2021-10-05T01:00:16Z,"Calling for professionals with experience in auditing general computer controls and IT control testing of applications, operating systems.",Accounting,Systems Accounting & IT Audit,Full Time,Adelaide,Adelaide SA 5000,,Deloitte,Deloitte,False
121,6,54086815,Business Analyst Lead,business-analyst-lead,2021-09-27T03:31:26Z,Take the next step from BA to leading a team & playing a key role in implementing a community based NFP organisations technology strategy,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Eastwood SA 5063,,Blackman Mansfield Recruitment,Blackman Mansfield Recruitment,False
122,6,54119463,Senior Application Support Analyst,applications-support-analyst,2021-09-29T00:26:55Z,We are looking to engage with a Senior application support analyst / systems analyst for a permanent full-time position,Information & Communication Technology,Help Desk & IT Support,Full Time,Adelaide,,,Halcyon Knights,Halcyon Knights Pty Ltd,False
123,6,53994665,Business Analytics Developer,analytics-developer,2021-09-20T06:44:23Z,Opportunity for a commercially focused business analytics professional to deliver visual dashboard driven solutions to a global customer base,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,Detmold Group,Detmold Group,False
124,6,54153891,Senior Business Analyst (Permanent & Contract),business-analyst,2021-09-30T12:02:14Z,"We have multiple roles available, mid to Senior and permanent as well as contract roles....",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,Talent International,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,False
125,6,54072816,Business Analyst - Health,business-analyst,2021-09-24T09:52:58Z,Our client URGENTLY requires a Business Analyst - Health for a 12 Months+ Contract in Darwin.,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,,Top $'s Paid ! Contract Extensions Highly Likely !,Quality People,Quality People,False
126,6,54229695,SAP System Analyst,SAP-Systems-Analyst,2021-10-06T06:26:46Z,"Design, configure and optimise new functional solutions and ongoing operational support and enterprise-wide deployment of ICT Technology Solutions.",Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,Adelaide SA 5000,Paxus pays weekly,Paxus,Paxus,False
127,6,54093873,Senior Business Analyst,business-analyst,2021-09-27T08:20:23Z,Opportunity available for a Senior Business Analyst to take the next step in their career and support the delivery of key business initiatives.,Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,,HAMBS,False
128,6,54141400,IT Senior Solution Analyst,solutions-analyst,2021-09-30T01:46:45Z,One of our prestigious client is looking for a Senior IT Solution Analyst for 12-18 months contract with a view of permanency.,Information & Communication Technology,Business/Systems Analysts,Contract/Temp,Adelaide,Adelaide SA 5000,Long Term Contract,Talent International,Talent – SEEK Recruitment Agency of the Year | 7 Time Winner,False
129,6,53890277,Data Scientist,data-scientist,2021-09-13T05:48:16Z,This software technology organisation is looking for a Data Scientist with experience with graphical simulations and security clearance.,Information & Communication Technology,Engineering - Software,Full Time,Adelaide,,Competitive Salary,Aurec Group,Aurec,False
130,6,53944123,Business Analyst,business-analyst,2021-09-16T03:20:53Z,"Seeking a Business Analyst with transformation experience for a 3-month fixed term contract initially, with a background in ICT. Immediate start.",Information & Communication Technology,Business/Systems Analysts,Full Time,Adelaide,Adelaide SA 5000,,NEC,NEC Australia Pty Ltd,False
